# ----------------------------------------------------------------------------------------------------------------------------------------------
# Question 1
# For every year after 1995 print the difference between the money spent to create the movie and the revenue of the movie.
# ----------------------------------------------------------------------------------------------------------------------------------------------

+------+-----------------------------------------------------------------------------------+----------+
|Id    |Movie                                                                              |Return    |
|38050 |The Adjustment Bureau                                                              |77669379  |
|27582 |The Mechanic                                                                       |11070807  |
|48988 |Hall Pass                                                                          |47160734  |
|49494 |The Eagle                                                                          |2122040   |
|46529 |I Am Number Four                                                                   |94492830  |
|51200 |포화 속으로                                                                        |10567660  |
|44943 |Battle: Los Angeles                                                                |132466756 |
|25186 |Janky Promoters                                                                    |-9990931  |
|50321 |Mars Needs Moms                                                                    |-111007242|
|31162 |Чёрная Молния                                                                      |6500000   |
|50546 |Just Go with It                                                                    |134918407 |
|49730 |Red Riding Hood                                                                    |47162162  |
|38322 |Big Mommas: Like Father Like Son                                                   |51615414  |
|45132 |Super                                                                              |-2175862  |
|46146 |Trolljegeren                                                                       |659678    |
|45612 |Source Code                                                                        |115332697 |
|23629 |Sucker Punch                                                                       |7792502   |
|58232 |Chalet Girl                                                                        |-6250543  |
|57521 |Pa Negre                                                                           |-2229343  |
|49018 |Insidious                                                                          |95509150  |
|49010 |Hobo with a Shotgun                                                                |-2251547  |
|55725 |Win Win                                                                            |-176788   |
|44898 |The Time That Remains                                                              |-5746192  |
|39356 |Boy                                                                                |40        |
|60307 |Diary of a Wimpy Kid: Rodrick Rules                                                |51417394  |
|53172 |Henry's Crime                                                                      |-11795060 |
|50359 |Hop                                                                                |120953723 |
|58857 |十三人の刺客                                                                       |11555141  |
|50456 |Hanna                                                                              |33782078  |
|46523 |New Kids Turbo                                                                     |7286756   |
|51423 |Svinalängorna                                                                      |1800080   |
|49012 |Arthur                                                                             |5735397   |
|41446 |Scream 4                                                                           |57138686  |
|46195 |Rio                                                                                |394635760 |
|57695 |La Princesse de Montpensier                                                        |-7958879  |
|62215 |Melancholia                                                                        |14417298  |
|10195 |Thor                                                                               |299326618 |
|56780 |Atlas Shrugged Part I                                                              |-10372625 |
|48415 |Benvenuti al sud                                                                   |61584679  |
|55787 |Water for Elephants                                                                |76156230  |
|51497 |Fast Five                                                                          |501137675 |
|54524 |Der Räuber                                                                         |-3691525  |
|46738 |Incendies                                                                          |303838    |
|43959 |Soul Surfer                                                                        |29088990  |
|49022 |Something Borrowed                                                                 |24901913  |
|55721 |Bridesmaids                                                                        |255883523 |
|38321 |Priest                                                                             |18309131  |
|46849 |Eye of the Dolphin                                                                 |-2428096  |
|50780 |The Beaver                                                                         |-20029184 |
|1865  |Pirates of the Caribbean: On Stranger Tides                                        |665713802 |
|59436 |Midnight in Paris                                                                  |121119219 |
|8967  |The Tree of Life                                                                   |22674226  |
|45243 |The Hangover Part II                                                               |174455986 |
|42889 |The Virginity Hit                                                                  |-1436294  |
|57276 |Pina                                                                               |10306880  |
|49950 |The Roommate                                                                       |24492759  |
|44945 |Trust                                                                              |-9380000  |
|38850 |Stolen Lives                                                                       |-1992694  |
|42571 |La doppia ora                                                                      |393160    |
|59678 |Attack the Block                                                                   |-10385849 |
|49444 |Kung Fu Panda 2                                                                    |515692281 |
|49538 |X-Men: First Class                                                                 |193624124 |
|52505 |The Other Woman                                                                    |72000000  |
|45658 |Everything Must Go                                                                 |-2385227  |
|55347 |Beginners                                                                          |2132926   |
|37686 |Super 8                                                                            |210095987 |
|44912 |Green Lantern                                                                      |19851172  |
|58224 |Mr. Popper's Penguins                                                              |132361754 |
|52449 |Bad Teacher                                                                        |196197492 |
|35688 |Why Did I Get Married Too?                                                         |40072596  |
|38356 |Transformers: Dark of the Moon                                                     |928746996 |
|59861 |Larry Crowne                                                                       |6160375   |
|38319 |Your Highness                                                                      |-23778362 |
|60062 |Judy Moody and the Not Bummer Summer                                               |-5833147  |
|22907 |Takers                                                                             |37055695  |
|38317 |Zookeeper                                                                          |89852759  |
|51540 |Horrible Bosses                                                                    |82000000  |
|49013 |Cars 2                                                                             |359852396 |
|45657 |The Ward                                                                           |-9501026  |
|67109 |Delhi Belly                                                                        |13945000  |
|59860 |Monte Carlo                                                                        |-2575000  |
|12445 |Harry Potter and the Deathly Hallows: Part 2                                       |1217000000|
|64690 |Drive                                                                              |63054825  |
|58882 |Snow Flower and the Secret Fan                                                     |1198226   |
|1771  |Captain America: The First Avenger                                                 |230569774 |
|50646 |Crazy Stupid Love.                                                                 |92851197  |
|51828 |One Day                                                                            |44389433  |
|67913 |The Guard                                                                          |13560274  |
|51162 |Winnie the Pooh                                                                    |-15540000 |
|41513 |The Smurfs                                                                         |453749323 |
|43935 |Dylan Dog: Dead of Night                                                           |-15365938 |
|50544 |Friends with Benefits                                                              |115483765 |
|12819 |Alpha and Omega                                                                    |19300000  |
|55846 |Blitz                                                                              |-15033073 |
|59968 |Our Idiot Brother                                                                  |7273593   |
|39806 |Princess Kaiulani                                                                  |-8228501  |
|63943 |West Is West                                                                       |29375     |
|61791 |Rise of the Planet of the Apes                                                     |389860185 |
|49520 |The Change-Up                                                                      |23450437  |
|50014 |The Help                                                                           |99272124  |
|62206 |30 Minutes or Less                                                                 |12547440  |
|67675 |Glee: The Concert Movie                                                            |9663238   |
|55779 |Final Destination 5                                                                |110887643 |
|60309 |The Conspirator                                                                    |-9521200  |
|55465 |A Very Harold & Kumar Christmas                                                    |16387212  |
|40794 |Mine vaganti                                                                       |1220215   |
|56288 |Spy Kids: All the Time in the World                                                |58564310  |
|46261 |Don't Be Afraid of the Dark                                                        |11993168  |
|58151 |Fright Night                                                                       |7922237   |
|55420 |Another Earth                                                                      |1676935   |
|44835 |Hesher                                                                             |-6617054  |
|52015 |Stake Land                                                                         |-616755   |
|48289 |The Debt                                                                           |25636368  |
|62835 |Colombiana                                                                         |20965854  |
|43942 |Freakonomics                                                                       |-2896265  |
|63311 |La piel que habito                                                                 |-7225146  |
|37430 |Conan the Barbarian                                                                |-41204979 |
|51588 |Prom                                                                               |2130000   |
|48572 |Red State                                                                          |-2895318  |
|55720 |A Better Life                                                                      |-8240748  |
|70868 |I Don't Know How She Does It                                                       |6551495   |
|65055 |Shark Night                                                                        |-17873542 |
|39538 |Contagion                                                                          |77551594  |
|64639 |Straw Dogs                                                                         |-14675559 |
|60308 |Moneyball                                                                          |60206216  |
|47760 |Restless                                                                           |-7836735  |
|24428 |The Avengers                                                                       |1299557910|
|48231 |A Dangerous Method                                                                 |12462041  |
|59440 |Warrior                                                                            |-1942885  |
|10316 |The Ides of March                                                                  |63493061  |
|74725 |Kill List                                                                          |-328240   |
|49021 |Killer Elite                                                                       |-8222894  |
|37822 |Badmaa$h Company                                                                   |2250000   |
|58699 |Bellflower                                                                         |84236     |
|40807 |50/50                                                                              |31187783  |
|74643 |The Artist                                                                         |118432856 |
|148284|எந்திரன்                                                                           |35600000  |
|64720 |Take Shelter                                                                       |-1900686  |
|42707 |Road to Nowhere                                                                    |-4972954  |
|56401 |The Music Never Stopped                                                            |-3746101  |
|39254 |Real Steel                                                                         |189268508 |
|68817 |Footloose                                                                          |39543328  |
|60935 |The Thing                                                                          |-6871330  |
|71859 |We Need to Talk About Kevin                                                        |-961058   |
|52451 |The Three Musketeers                                                               |57274484  |
|49530 |In Time                                                                            |133930596 |
|44754 |Margaret                                                                           |-13953505 |
|72113 |Carnage                                                                            |2603069   |
|50839 |Margin Call                                                                        |16004039  |
|72571 |Paranormal Activity 3                                                              |200703818 |
|58233 |Johnny English Reborn                                                              |115078586 |
|59965 |Abduction                                                                          |47087155  |
|53487 |This Must Be the Place                                                             |-13209021 |
|76025 |Shame                                                                              |11193675  |
|63492 |What's Your Number?                                                                |10426096  |
|69668 |Dream House                                                                        |-11497660 |
|32909 |花木兰                                                                             |1380561   |
|45610 |Machine Gun Preacher                                                               |-27472096 |
|61891 |Anonymous                                                                          |-14604913 |
|59108 |Tower Heist                                                                        |77930623  |
|88794 |J. Edgar                                                                           |49606030  |
|73499 |The Double                                                                         |-13303768 |
|17578 |The Adventures of Tintin                                                           |241940071 |
|44826 |Hugo                                                                               |15770160  |
|50875 |Higher Ground                                                                      |-1158267  |
|70578 |Trespass                                                                           |-26387531 |
|37958 |Immortals                                                                          |151904017 |
|71880 |Jack and Jill                                                                      |70673788  |
|62630 |The Devil's Double                                                                 |-13371787 |
|70586 |Setup                                                                              |-17871814 |
|60422 |Another Happy Day                                                                  |-3644312  |
|55292 |新少林寺                                                                           |4662874   |
|9364  |Wuthering Heights                                                                  |-7899085  |
|65057 |The Descendants                                                                    |157243185 |
|60420 |Like Crazy                                                                         |3292353   |
|64328 |The Muppets                                                                        |120184237 |
|50619 |The Twilight Saga: Breaking Dawn - Part 1                                          |602171856 |
|57212 |War Horse                                                                          |111584879 |
|23514 |The Rum Diary                                                                      |-21000000 |
|75900 |My Week with Marilyn                                                               |28657696  |
|79120 |Weekend                                                                            |476592    |
|70590 |Singham                                                                            |21972000  |
|20002 |Chandni Chowk To China                                                             |-1100000  |
|38336 |Стиляги                                                                            |1810383   |
|53457 |Elle s'appelait Sarah                                                              |7511906   |
|57431 |The Sitter                                                                         |9942188   |
|64685 |Extremely Loud & Incredibly Close                                                  |15247881  |
|75622 |Rampart                                                                            |-11027488 |
|65759 |Happy Feet Two                                                                     |20406466  |
|56601 |The Perfect Game                                                                   |-8621007  |
|62046 |Flypaper                                                                           |-1857846  |
|70074 |Bullet to the Head                                                                 |-45510171 |
|76163 |The Expendables 2                                                                  |212573423 |
|70160 |The Hunger Games                                                                   |616210692 |
|49026 |The Dark Knight Rises                                                              |834939099 |
|49040 |The Bourne Legacy                                                                  |146572938 |
|58574 |Sherlock Holmes: A Game of Shadows                                                 |209615000 |
|66150 |Life in a Day                                                                      |180659    |
|101173|Coriolanus                                                                         |-6627398  |
|57157 |Young Adult                                                                        |10939027  |
|62838 |New Year's Eve                                                                     |86044638  |
|56292 |Mission: Impossible - Ghost Protocol                                               |549713380 |
|74465 |We Bought a Zoo                                                                    |70081841  |
|65754 |The Girl with the Dragon Tattoo                                                    |142617430 |
|71469 |The Darkest Hour                                                                   |34626786  |
|55301 |Alvin and the Chipmunks: Chipwrecked                                               |267695435 |
|73873 |Albert Nobbs                                                                       |-2365172  |
|79777 |In the Land of Blood and Honey                                                     |-9696123  |
|76487 |The Devil Inside                                                                   |100758490 |
|77866 |Contraband                                                                         |38100000  |
|62837 |Dolphin Tale                                                                       |58404397  |
|71688 |The Iron Lady                                                                      |101956699 |
|38541 |The Divide                                                                         |-2978000  |
|52520 |Underworld: Awakening                                                              |90112671  |
|75174 |The Grey                                                                           |52278331  |
|49527 |Man on a Ledge                                                                     |4221189   |
|70435 |Haywire                                                                            |10372606  |
|50357 |Apollo 18                                                                          |20562924  |
|74998 |Seeking Justice                                                                    |-4644202  |
|72431 |Red Tails                                                                          |-7634623  |
|76758 |金陵十三釵                                                                         |1311434   |
|77338 |Intouchables                                                                       |413480871 |
|54054 |One for the Money                                                                  |-3106279  |
|80591 |W.E.                                                                               |-14131561 |
|58428 |The Innkeepers                                                                     |-671604   |
|78698 |Big Miracle                                                                        |-15280785 |
|57809 |Ёлки                                                                               |17772019  |
|48492 |狄仁傑之通天帝國                                                                   |38723285  |
|76726 |Chronicle                                                                          |130000000 |
|65086 |The Woman in Black                                                                 |110730736 |
|66120 |Le Moine                                                                           |-10192465 |
|59961 |Safe House                                                                         |123076205 |
|72570 |The Vow                                                                            |166114570 |
|80379 |Louis C.K.: Live at the Beacon Theater                                             |750000    |
|84200 |For a Good Time Call...                                                            |393961    |
|72545 |Journey 2: The Mysterious Island                                                   |276692760 |
|88491 |Шапито-шоу                                                                         |-1606184  |
|53174 |Kokowääh                                                                           |37350000  |
|30596 |十月圍城                                                                           |-17162326 |
|16564 |Oorlogswinter                                                                      |-3469952  |
|71676 |Ghost Rider: Spirit of Vengeance                                                   |92217355  |
|72213 |Courageous                                                                         |33522221  |
|57214 |Project X                                                                          |88000000  |
|73723 |The Lorax                                                                          |278840316 |
|73937 |The Big Year                                                                       |-33551615 |
|75674 |Act of Valor                                                                       |69272766  |
|59962 |This Means War                                                                     |91974557  |
|49529 |John Carter                                                                        |24139100  |
|77949 |The Awakening                                                                      |-4588539  |
|63493 |The Ledge                                                                          |-9389014  |
|64688 |21 Jump Street                                                                     |159585328 |
|82532 |Jeff Who Lives at Home                                                             |-5582420  |
|81796 |Lockout                                                                            |12204030  |
|81390 |A Lonely Place to Die                                                              |21345000  |
|61984 |Space Battleship Yamato                                                            |-787706   |
|81025 |Salmon Fishing in the Yemen                                                        |29564651  |
|57165 |Wrath of the Titans                                                                |151000000 |
|10679 |Iron Sky                                                                           |635031    |
|71552 |American Reunion                                                                   |184989584 |
|94329 |Serbuan maut                                                                       |3005187   |
|22970 |The Cabin in the Woods                                                             |36486080  |
|91070 |L!fe Happens                                                                       |-899095   |
|92182 |Silent House                                                                       |11101672  |
|76489 |The Three Stooges                                                                  |24819301  |
|70436 |The Raven                                                                          |3657751   |
|62764 |Mirror Mirror                                                                      |98018522  |
|44833 |Battleship                                                                         |94025485  |
|74534 |The Best Exotic Marigold Hotel                                                     |126836156 |
|72207 |The Five-Year Engagement                                                           |23909751  |
|67660 |Think Like a Man                                                                   |84070507  |
|77877 |The Lucky One                                                                      |74357138  |
|17347 |Bride Flight                                                                       |-3843089  |
|72387 |Safe                                                                               |10346186  |
|57119 |Jumping the Broom                                                                  |31110610  |
|62213 |Dark Shadows                                                                       |95527149  |
|76493 |The Dictator                                                                       |114379533 |
|41154 |Men in Black 3                                                                     |399026776 |
|58595 |Snow White and the Huntsman                                                        |226600000 |
|78206 |Poulet aux Prunes                                                                  |-10571709 |
|72197 |The Pirates! In an Adventure with Scientists!                                      |58338361  |
|70981 |Prometheus                                                                         |273170142 |
|92591 |Bernie                                                                             |4206470   |
|12645 |Inhale                                                                             |-9944911  |
|50647 |Wanderlust                                                                         |-10840066 |
|83666 |Moonrise Kingdom                                                                   |52263166  |
|82825 |Kahaani                                                                            |14800000  |
|50601 |5 Days of War                                                                      |-19982521 |
|85435 |A Few Best Men                                                                     |16539023  |
|49014 |Cosmopolis                                                                         |-14436444 |
|72358 |A Thousand Words                                                                   |-17955723 |
|201703|Love's Deadly Triangle: The Texas Cadet Murder                                     |147001698 |
|84332 |Safety Not Guaranteed                                                              |3257792   |
|80321 |Madagascar 3: Europe's Most Wanted                                                 |601921274 |
|84355 |Your Sister's Sister                                                               |3075000   |
|62177 |Brave                                                                              |353983207 |
|86467 |Bel Ami                                                                            |-696739   |
|76494 |What to Expect When You're Expecting                                               |39700000  |
|81836 |To Rome with Love                                                                  |56244881  |
|72331 |Abraham Lincoln: Vampire Hunter                                                    |43265139  |
|44877 |4.3.2.1                                                                            |-3436033  |
|96399 |For Greater Glory - The True Story of Cristiada                                    |-2377154  |
|80585 |Rock of Ages                                                                       |-15581387 |
|88005 |Seeking a Friend for the End of the World                                          |-363711   |
|72105 |Ted                                                                                |499368315 |
|77930 |Magic Mike                                                                         |160221571 |
|83770 |On the Road                                                                        |-16215682 |
|1930  |The Amazing Spider-Man                                                             |537215857 |
|57800 |Ice Age: Continental Drift                                                         |782244782 |
|84175 |Beasts of the Southern Wild                                                        |19307746  |
|98548 |People Like Us                                                                     |-3565222  |
|82525 |Savages                                                                            |37966152  |
|80035 |The Watch                                                                          |267862    |
|84165 |2 Days in New York                                                                 |-6346208  |
|73567 |Killer Joe                                                                         |-6334931  |
|64635 |Total Recall                                                                       |73802074  |
|59296 |Love Wedding Marriage                                                              |1377      |
|37724 |Skyfall                                                                            |908561013 |
|82696 |Hope Springs                                                                       |84281051  |
|77174 |ParaNorman                                                                         |47139399  |
|82650 |Diary of a Wimpy Kid: Dog Days                                                     |55112176  |
|79224 |최종병기 활                                                                        |41000000  |
|109513|Hit & Run                                                                          |12400000  |
|49526 |Premium Rush                                                                       |-3916401  |
|82633 |Lawless                                                                            |27676580  |
|71668 |Piranha 3DD                                                                        |3493728   |
|89691 |ATM                                                                                |-2996990  |
|77883 |The Possession                                                                     |71446075  |
|48034 |Les petits mouchoirs                                                               |23531470  |
|79694 |The Apparition                                                                     |-7372508  |
|84174 |Bachelorette                                                                       |8947954   |
|83686 |The Words                                                                          |7231461   |
|114150|Pitch Perfect                                                                      |98350426  |
|77948 |The Cold Light of Day                                                              |-3136417  |
|59967 |Looper                                                                             |17042000  |
|87428 |That's My Boy                                                                      |-11941633 |
|84329 |Robot & Frank                                                                      |825038    |
|71679 |Resident Evil: Retribution                                                         |175159255 |
|68722 |The Master                                                                         |-3741940  |
|49049 |Dredd                                                                              |-8962258  |
|60599 |Arbitrage                                                                          |23485056  |
|77016 |End of Watch                                                                       |41126384  |
|84892 |The Perks of Being a Wallflower                                                    |20400000  |
|103663|Jagten                                                                             |13000000  |
|91911 |Behind the Burly Q                                                                 |-226141   |
|102784|2 Coelhos                                                                          |-379564   |
|88036 |Sparkle                                                                            |10637469  |
|75638 |Red Lights                                                                         |-448826   |
|82675 |Taken 2                                                                            |331141306 |
|82390 |The Paperboy                                                                       |-11146132 |
|88273 |En kongelig affære                                                                 |-405307   |
|82505 |House at the End of the Street                                                     |37387131  |
|126509|2016: Obama's America                                                              |30900000  |
|110160|Laurence Anyways                                                                   |-9487750  |
|97365 |De rouille et d'os                                                                 |10362027  |
|101267|Katy Perry: Part of Me                                                             |20726956  |
|62214 |Frankenweenie                                                                      |-3712212  |
|82507 |Sinister                                                                           |74712439  |
|76492 |Hotel Transylvania                                                                 |273375603 |
|68734 |Argo                                                                               |187824128 |
|86838 |Seven Psychopaths                                                                  |4422261   |
|57089 |Hoodwinked Too! Hood VS. Evil                                                      |-16478171 |
|117691|Gangs of वासेपुर                                                                   |2700000   |
|82990 |Paranormal Activity 4                                                              |137817992 |
|94348 |Alex Cross                                                                         |-14646768 |
|83542 |Cloud Atlas                                                                        |28482868  |
|61012 |Silent Hill: Revelation 3D                                                         |32302796  |
|43937 |Like Dandelion Dust                                                                |-2147190  |
|64689 |Killing Them Softly                                                                |22930465  |
|113947|The Sessions                                                                       |8138338   |
|84341 |Smashed                                                                            |-123403   |
|82690 |Wreck-It Ralph                                                                     |306222889 |
|82693 |Silver Linings Playbook                                                            |184738714 |
|87502 |Flight                                                                             |130772375 |
|87827 |Life of Pi                                                                         |489016565 |
|97430 |The Man with the Iron Fists                                                        |608545    |
|79070 |Nuit Blanche                                                                       |-2496642  |
|127493|Stolen                                                                             |-32893443 |
|86837 |Amour                                                                              |20944753  |
|56928 |Meet Monica Velour                                                                 |-4968351  |
|72976 |Lincoln                                                                            |210293450 |
|50620 |The Twilight Saga: Breaking Dawn - Part 2                                          |709000000 |
|60747 |Red Dawn                                                                           |-20193217 |
|81188 |Rise of the Guardians                                                              |161941670 |
|97614 |Deadfall                                                                           |-11933649 |
|102780|Byzantium                                                                          |-9910763  |
|85446 |Step Up Revolution                                                                 |107470746 |
|76349 |辛亥革命                                                                           |-29891652 |
|49051 |The Hobbit: An Unexpected Journey                                                  |771103568 |
|84305 |Lay the Favorite                                                                   |-24773313 |
|106135|Crooked Arrows                                                                     |-11167459 |
|117629|הסיפור של יוסי                                                                     |-383793   |
|127501|Barfi!                                                                             |-1632634  |
|97630 |Zero Dark Thirty                                                                   |92820716  |
|139567|Fire with Fire                                                                     |-15363831 |
|82654 |Warm Bodies                                                                        |81980662  |
|82687 |The Guilt Trip                                                                     |1863726   |
|75780 |Jack Reacher                                                                       |158340595 |
|68718 |Django Unchained                                                                   |325368238 |
|89492 |This Is 40                                                                         |53058786  |
|80278 |Lo imposible                                                                       |138274123 |
|82695 |Les Misérables                                                                     |380809770 |
|128270|Not Fade Away                                                                      |-19389208 |
|121826|Quartet                                                                            |48520298  |
|41592 |StreetDance 3D                                                                     |12370930  |
|88042 |Parental Guidance                                                                  |94772232  |
|133694|Promised Land                                                                      |-6861212  |
|116613|The Sweeney                                                                        |2563661   |
|118628|English Vinglish                                                                   |8780000   |
|76617 |Texas Chainsaw 3D                                                                  |27241945  |
|82682 |Gangster Squad                                                                     |45200903  |
|98339 |The Samaritan                                                                      |-11997479 |
|68812 |The Iceman                                                                         |-18030807 |
|139038|A Haunted House                                                                    |57641683  |
|132232|Mama                                                                               |131497771 |
|145197|Upstream Color                                                                     |344098    |
|98357 |Broken City                                                                        |-36298836 |
|84336 |Shadow Dancer                                                                      |-5880047  |
|77117 |써니                                                                               |44450000  |
|87818 |Movie 43                                                                           |26438988  |
|119283|Parker                                                                             |11216641  |
|60304 |Hansel & Gretel: Witch Hunters                                                     |174803475 |
|70829 |The Last Godfather                                                                 |3300000   |
|87499 |The East                                                                           |-4098490  |
|89750 |Pink Ribbons Inc.                                                                  |-875000   |
|58244 |Upside Down                                                                        |-51893525 |
|109421|Side Effects                                                                       |33372757  |
|109431|Identity Thief                                                                     |138965010 |
|109491|Beautiful Creatures                                                                |52138     |
|47964 |A Good Day to Die Hard                                                             |212654182 |
|107811|21 & Over                                                                          |35065672  |
|112949|Safe Haven                                                                         |69594140  |
|85545 |Elles                                                                              |-3088534  |
